tune,english
mazoxa,news
memiski,nibble
plebofo,nice
nixuka,night
nixukoyo,nightly
mukrako,nimble
veftuqi,nip
wanziqo,noble
wanziqoyo,nobly
kudruko,nocturnal
xinduqi,nod
bumdiba,noise
runono,noisy
tismati,nominate
homarivano,noncreative
sitrevo,nonetheless
wavedo,normal
vivalti,normalize
sluzivi,notch
kluzira,note (musical)
vitriba,notice
vitribi,notice (action)
hisrifi,nourish
fegzofa,nourishment
rabrona,nowadays
smigugo,nude
rexivi,nudge
xidrux,numb
vordaka,number
kiqendo,numerous
bibesa,nurse
fekrugo,nutritious
wirpami,nuzzle
fuvruva,obedience
fuvruvo,obedient
humzubo,obese
wubleki,obey
fimalta,object
kiskava,object of senses
yorzizakano,objectionable
hultula,objectionableness
subluna,obligation
klizadi,oblige
kuhuko,oblique
zapleva,obnoxiousness
roslom,obscure
saspola,observables
plidudikanoyo,observably
hirpisa,observance
plidudo,observant
hirpisayo,observationally
plidudi,observe
rofkori,obsess
babirti,obtain
babirtikano,obtainable
volpogo,obtuse (angle)
tximeno,obvious
vukrinoyo,occasionally
zupreqa,occupation
darpediha,occupied
darpedo,occupied with
darpedi,occupy
sluvuzi,occur
xezdeva,ocean
bredido,odd
bredidoyo,oddly
ruklika,odor
ruklikalaso,odorless
wetxako,off
bosnubo,off-key
lundaso,offbeat
benduli,offend
sludamo,offensive
sludamoyo,offensively
xevarpi,offer
xevarpa,offering
lukrizo,offhand
spufena,office
spufenoyo,officially
zusoki,officiate
hugigi,ogle
gorpuxo,okay
snukuvo,old
txifafikano,omissible
diqkina,omission
txifafi,omit
kaduvo,only
lurpuni,ooze
toqketoyo,opaquely
xidrugo,open
xidrugi,open (action)
xidruga,open space
xidrugikano,openable
xidrugiha,opened
hulzima,opener
xidrugiho,opening
puslata,openings
xidrugoyo,openly
goblegi,operate
kuxefa,operation
vezafti,opine
zavista,opinion
refrusa,opinionatedness
basrimi,oppose
basrimiha,opposed
saflada,opposition
figugi,oppress
spurusi,opt
liniska,optic
linisko,optical
liniskoyo,optically
planofa,optics
kufego,optimal
noxigo,optional
noxiga,optionality
dikraga,orange
drikevi,orate
flemira,orbit
namzobi,ordain
yiftiqi,orderly
zulzaqo,ordinary
zulzaqo,ordinary
srovuka,organization
srovuki,organize
totefti,orient
vuzobo,oriented
flaroba,origin
flarobo,original
flaroboyo,originally
babloro,ornament
dusesto,orphan
xulzeqi,oscillate
xulzeqa,oscillation
xulzeqo,oscillatory
smosabo,ostrich
sasmino,otherwise
sasmino,otherwise
neproli,ought
bemoqka,ounce
blivuxo,out
nurufi,outdo
yifazi,outline
barusto,outstanding
biyufo,over
bimirda,overview
provaga,overwhelming situation
vizordi,owe
smibifi,own
kakufkavana,ownership
loralta,pace
guxuspi,pack
bivarta,packet
bevrexa,pact
maspeni,pad
yezusi,paddle
lorzodi,paddle (action)
notxesa,page
durzoda,pain
durzodafalo,painful
durzodafaloyo,painfully
prekoga,paint
prekogi,paint (action)
prekogiwa,painter
xetrema,pair
klozesi,palatalise
klozesa,palate
dibido,pale
yiklemi,palm
firzebi,pamper
truqur,pan
nalpasi,panic
nalpaso,panicky
blurofa,parabola
himdori,parade
wulzuva,paradise
gowusta,paradox
gowusta,paradox
fabrefa,parallax
moharpo,parallel
moharpoyo,parallelly
bevevi,paraphrase
dardasa,parasitism
hindani,pardon
likrexi,park
kazendi,parse
fezozi,partake
fridoro,partial
fridoroyo,partially
durzubi,participate
vovrefa,particle
vusnak,particular
fohustiwa,partier
bedrini,partition
heblida,partner
heblidi,partner (join forces)
fohusti,party
fiskebi,pass
fiskebikanoyo,passably
retriga,passage
petufa,passenger
lamaqka,passion
blefura,past
difrodi,paste
moprosi,pat
sreqaxa,patch
zafroka,path
fendimo,pathetic
fendimoyo,pathetically
xolaki,patient
xolakiyo,patiently
wenzagi,patrol
banusti,patronize
niniba,pattern
yunzaga,paunch
fomemi,pause
vadogi,paw
bikazi,pay
nenespa,peace
nenespafalo,peaceful
nenespafaloyo,peacefully
lukruqa,peak
gaqkeki,peck
flusomovana,peculiarity
husnuri,pedal
kreqani,peek
yoqordi,peel
dasalti,peep
neftosi,peer
fogzobo,peevish
riftebi,penalize
rifteba,penalty
trufeqikano,penetrable
trufeqi,penetrate
trufeqiho,penetrating
barpudi,perceive
flalum,percent
barpuda,perception
barpudo,perceptional
yismuzi,perch
zofrogo,perfect
flakuqi,perform
bragovo,perhaps
bindina,period
bindino,periodic
nohondo,peripheral
somirta,peripheral (object)
niteti,perk
kravobo,permanent
daseni,permeate (go through everything)
krosevikano,permissible
kroseva,permission
krosevi,permit
feglena,permutation
memefko,perpendicular
riziga,perseverance
nulun,persist
minzasa,person
lubabi,perspire
sokriqi,persuade
zunzoki,pertain
rutruka,perturbation
slodoli,peruse
tupoli,pester
guftuxa,pet
fisnema,phantom
srovoga,phase
lagluno,phenomenal
lagluna,phenomenon
gustako,philosophy
balpama,phone
blenuma,photo
xofluko,physical
xuboza,physical body
parepa,physique
frumisa,pi
vowefti,pick
yuqoska,picture
yordoxa,piece
xenixi,pierce
ziqeski,piggyback
gesnuxi,pile
zakulta,pillar (key thing)
finirpi,pilot
dumduna,pin
lamdimi,pinch
gofrivo,pink
saplebi,pioneer
zimduqa,pipe
kemava,pit (big empty hole)
hugraxi,pitch
zeprexi,pity
suspefi,pivot
vrozori,pixellate
zadoza,place
zosravo,plain (without frill)
gendava,plan
gendavi,plan (action)
zirtuza,plane
gifagi,plant
kikrafa,plasma
damziro,plastic
damzirovana,plasticity
slobuba,platform
kovamo,platonic
pubota,plausible
trikasi,play (action)
blufula,play (object)
kindixawa,player
flizevi,plead
moflano,pleasant
moflanoyo,pleasantly
moflana,pleasantness
drasira,pleasantries
guslaqa,pleasantry
yiqesti,please
poqkepi,pledge
wedrako,plenty
birpadi,plop
fagzif,plot
ludolpi,plow
guyefki,pluck
redredi,pluck (pick off)
vuzospi,plug
funefki,plump
brekuzi,plunder
vonurti,plunge
pruquxo,pluralistic
lefuso,plush
mufkaba,pocket
mibuspa,point
limubi,poise
darpeda,poison
linini,poke
dazduna,polarisation
xogiri,polish
dadrofo,polite
krukeno,political
daltani,pollinate
srebani,pollute
srebani,pollute
bohasti,ponder
bohasto,ponderous
logzini,pontificate
plumima,pool
kutrino,poor
kutrinoyo,poorly
loboli,pop
spesimo,popular
doyev,populate
vroloxa,porn
bregaxa,port
prigako,portable
haltufi,pose
smezeq,positive
spukev,positively
nosemi,possess
nosema,possession
namdomo,possible
vesnugi,post
hesird,postulate
mekarta,posture
lalalo,potent
dozexo,potential
dozexo,potential
duvraza,pouch
sublisi,pounce
huxaga,pound
vuzofi,pour
pamzupi,pout
graleqa,poverty
glovuga,powder
sayora,power
murino,practical
murina,practical
murinoyo,practically
murini,practice
bubeno,pragmatic
bubenawa,pragmatist
leskuba,praise
leskubi,praise (action)
tulziti,pray
bludemi,preach
nugovi,precede
domzalo,precious
nuqurto,precise
nuqurtoyo,precisely
zundaxa,precursor
loftasi,predicate
blesami,predict
sespori,prefer
bodufko,pregnant
kazifka,prejudice
pefkopi,prepare
mehasti,prescribe
xarzazi,present
vurtafi,preserve
vrugeda,president
frigazi,press
frigaziho,pressing
frigaza,pressure
druguxi,presume
foqkebi,pretend
xusnoxi,prettify
xusnoxo,pretty
hoplidi,prevail
spubodi,prevent
spubodinado,preventive
zutrudo,previous
sundona,prey
smefoba,price
zoheki,prick
zoheko,prickly
zavolpa,pride
frovugo,primal
minzudo,primary
minzuda,prime
wixirto,primitive
fandoma,principle
twakiqi,print
nabado,prior
ligliso,private
liglisoyo,privately
basmuma,prize
hismibovana,probability
hismibo,probable
hihesti,probe
sirultoyo,problematically
kafoga,procedure (something applied to something else)
dumundi,proceed
xisniqa,proceedings
xozdika,process
simisi,proclaim
dirturi,procrastinate
fumdabi,procreate
dizdoli,procure
ligugi,prod
nibiska,prodigy
govemi,produce
govemivana,productivity
fewefto,profane
rifespi,profess
bewetxoyo,professionally
dasneda,program
vugesta,progress
boslosi,prohibit
spaqexa,prohibition
sususpa,project
krizafa,projectile
vufivi,promise
momomi,promote
blafosa,promotion
vruzari,prompt
hebrimoyo,promptly
hurdufi,pronounce
londesi,propagate
sidifki,propel
nebalpo,proper
nebalpoyo,properly
lustina,property (personal property)
zostevi,prophesy
zosteviwa,prophet
dehiftikano,proportionable
dehifto,proportional
dehiftivana,proportionality
prizeqi,propose
gofloxa,proposition
diklegi,prosecute
fidusti,proselytize
virtekivana,prosperity
saholti,protect
saholtiho,protecting
saholtihoyo,protectingly
blugigi,protest
flapapi,protract
zavolpo,proud
sobrisi,prove
visogi,provide
bufirti,provoke
guvrufi,prowl
slefafo,prudent
gegidi,prune
kluqomi,pry
mokluqo,pseudo
haflamo,public
romdubi,publicize
xeklusi,publish
darubi,puff
mesaqki,pull
drobada,pulse
walzugi,pulverize
vesmaqi,pummel
rusmofa,pump
rusmofi,pump (action)
rislubi,punch
wenurta,punctuation
duwegi,puncture
wasroqo,pungent
dasledi,punish
tobruta,punishment
botxiso,puny
sosuski,purchase
sosuska,purchase (object)
luvaxo,pure
gifleka,purr
gifleki,purr (action)
koskoga,purse
xaloki,pursue
mosnedi,push
daplani,put
snovuxi,putter
brofula,pyramid
bahuli,quack
hidordi,quake
mebofk,qualia
hoglima,qualification
hoglimi,qualify
glimoba,quality
buplim,quantifications
vayotxo,quantitative
bipleda,quantization
riftasa,quantum
nefleda,quark
xomduki,quarrel
sukreqa,quarter
fudrufo,queasy
mardori,query
hagoza,question
hagozikano,questionable
hagozikano,questionable
rohoda,questionableness
fuluma,queue
nawevi,quibble
lobrimo,quick
yondiqo,quickest
mavurt,quiet
txuxok,quietly
baledo,quirky
xumixi,quit
mefkisi,quiver
vekondi,quiz
wutraf,quota
losridi,quote
spumona,quotient
xaklifi,race
zuwespa,race (ethnicity)
roweqka,racial
smakova,radar
galzeqa,radian
wifrovi,radiate
wifrova,radiation
wifrovo,radiative
klazana,radio
vramava,rage
grulavo,ragged
durzoni,rain
kosmozi,raise
deskidi,rake
klixumi,ramble
maspodo,rancid
midordo,random
midordoyo,randomly
dumind,range
weproqa,rank
tofteti,rant
diplani,rap
yoxirdo,rapid
frodido,rare
dunondo,rash (bad decisions)
rovuxi,rasp
rovuxo,raspy
boskafi,rate
purputi,ratify
numdis,ratiocinate
goblego,rational
goblegi,rationalize
sundifi,rattle
nefosko,ratty
zanzivi,ravage
heplari,rave
xogospa,raven
mageko,raw
hisusa,ray
trogofi,reach
hosispi,react
hosispiwa,reactant
hosispa,reaction
zuzulpo,ready
gowofko,real
gowofkonadoyo,realistically
gowofkovana,reality
vefaki,realize
vefaki,realize
moqkeba,rear
riprala,reason
ripralakanoyo,reasonably
zexaspi,reassert
zexaspiha,reasserted
foklika,reassessment
vruvaliha,reassured
safusti,rebel
dindora,rebellion
safustoyo,rebelliously
safustiwa,rebels
txogovi,rebirth
daskoro,recalcitrant
vortofi,recall
nuftidi,receive
kadrizo,recent
kadrizoyo,recently
sugledo,reciprocal
sugledi,reciprocate
sugledovana,reciprocity
wolzegi,recite
peyiti,reckless
girpazi,reckon
girpaziho,reckoning
kaftazi,recline
lafuli,recognise
lafula,recognition
walava,recollection
bizdesi,recommend
despori,reconcile
wusraxi,record
detreki,recover
kukesti,recruit
zuxefki,recuperate
tipuri,recur
tipuroyo,recurrently
yomuxo,red
zusmegi,redeem
sastodi,reduce
sesralo,reductionistic
xugesi,refer
kevreni,reference
sonista,referral
vokufi,refine
hufifti,reflect
kizosa,reflection
xavurda,refraction
suvuzi,refresh
suvuzoyo,refreshingly
ribast,refuge
spamali,refuse
kemzeqi,regard
suplema,region
diqkadi,register
rohorpi,regress
sehoski,regret
lurtaxo,regular
lurtaxi,regularize
lurtaxoyo,regularly
gistuqi,regulate
koqarpi,reign
loltef,reimburse (pay back)
muristi,reinforce
muristi,reinforce
dazarti,reject
buwirpi,rejuvenate
gupleki,relate
guplekiho,relating
folpusa,relationship
frikuga,relative
flodaba,relatives
frikugo,relativistic
ramurpi,relax
hopopa,relaxation
ramurpo,relaxed
nafasa,relay
fohudi,release
fohuda,release (object)
fotrako,relevant
fotrakoyo,relevantly
semzesikano,reliable
gakruna,relief
gakruni,relieve
twezeza,religion
dikurti,relish
semzesi,rely
bagzabi,remain
rumofi,remember
ruftana,remembrance
desasi,remind
mitxufi,reminisce
mitxufo,reminiscent
predemo,remote
xozdaza,removal
xozdazi,remove
xozdaziha,removed
raslesa,renaissance
zisigi,render
fisriba,rendering (result)
zisiga,rendition
bobisi,renew
rohondi,renovate
newalpi,reopen
rixexi,repair
nosospi,repeat
nosospiha,repeated
wofreki,repel
wofrekoyo,repellently
wofrekiho,repelling
wofrekihoyo,repellingly
dowirp,repentance
rehami,replace
lurzomi,replicate
sondemi,reply
zortodi,report
zortodiwa,reporter
mameski,represent
wurzosa,representation
bruvegi,reprimand
wipruzi,reproduce
vuzospa,reptile
xizotxi,repudiate
wofreko,repulsive
xaltoki,request
zestuki,require
blodedo,requisite
dekriki,rescind
durtuzi,rescue
rimzani,research
histefa,research (object)
yeblugi,resent
kartebi,reside
karteba,resident
roforpo,residual
roforpa,residue
floqezoyo,resignedly
dunzula,resin
xenuxi,resist
handuriwa,resistor
braguzi,resolve
kovosti,resonate
disroma,resource
txufoni,respect
txufona,respect (object)
zifexa,respectableness
txufonafalo,respectful
getxiqo,respective
roqkori,respond
magreqo,responsible
roqkorinado,responsive
beglodi,rest
beglodafaloyo,restfully
ruplebi,restore
ruplebiha,restored
dabrabi,restrain
dabrabihayo,restrainedly
prumemi,restrict
prumemoyo,restrictedly
surtoxa,result
bundida,resultant
nuftofi,resume
klumigi,resurrect
klumigiwa,resurrectionist
drusuri,retain
srovizi,retaliate
weskuvi,retire
tiyopi,retreat
vosaxa,retribution
lulosi,retrieve
muhufi,return
rasumi,reveal
lokixi,revel
kibexa,revelation
yudavi,revenge
xikotxi,revere
xikotxo,reverent
xikotxo,reverential
xikotxoyo,reverentially
wespogi,reverse
snirenovana,reversibility
wespogikano,reversible
slebufi,revert
zaflega,review
latreqi,revise
wekitxi,revoke
moblofo,revolting
xibava,revolution
xibavoyo,revolutionarily
xibavo,revolutionary
bregeka,revulsion
waxuba,reward
waxubi,reward (action)
krazala,rhyme
krenoxa,rhythm
nafirpa,rib
hatxima,ribbon
brumol,rice
fasniro,rich
zoklufi,ricochet
kakori,rid
zoqofki,riddle
fruzixi,ride
hibispi,ridicule
hibispo,ridiculous
hibispoyo,ridiculously
slixova,ridiculousness
plunusa,right
plunusa,right (side)
sutxido,right (wrong)
txokuva,righteousness
sutxidafalo,rightful
sutxidafaloyo,rightfully
makligo,rigid
makliga,rigidity
makliga,rigidity
hefloba,rigor
heflobo,rigorous
degleba,ring
lorteg,rinse
yizuma,riot
hehuski,rip
kliriqo,ripe
kliriqoyo,ripely
kazultoyo,rippingly
haflifa,ripple
guzetxi,rise
bibaqka,risk
xezdexo,rivaling
mirzisi,roam
snasori,roar
dewufti,roast
lugeza,roast (object)
bribadi,rob
dibari,rock
minzisi,roll
torati,romp
surdida,roof
xavrula,room
sorzemi,roost
vagatx,root
daltofa,rope
remdes,rot
srizaqi,rotate
srizaqo,rotational
fesruso,rotten
snugevo,rough
wezduzo,round
vedruqa,roundabout
wezduziha,rounded
wezduzoyo,roundly
fomzuni,rouse
mirzari,row
devavo,royal
wundizi,rub
gliram,rubber
spuquko,rude
waxaba,ruffle
prozovo,rugged
prozovoyo,ruggedly
dresedi,ruin
lokruva,ruins
nuresi,rule
nuresa,rule (object)
dosefka,ruler
sivruzi,rumble
hibodi,ruminate
hibodi,ruminate (think about over and over again)
vohizi,rummage
hudusta,rumor
vuwaspi,run
mopiti,rupture
gakofko,rural
xuximi,rush
xetrini,rustle
xetriniho,rustling
xetrinihoyo,rustlingly
zuquspo,rusty
prodana,sack
bleburo,sacred
koftaxa,sacrifice
horzodo,sad
denzoba,saddle
horzoda,sadness
gravufo,safe
gravufa,safety
ruzarto,sage
ruzartoyo,sagely
dudaqki,sail
zurtiri,salivate
gigzeqi,salute
ligluri,salvage
yumdexo,same
degzif,sample
sparudo,sanitary
destofa,sanitation
sparudi,sanitize
yehaxa,santa
ratroxo,sarcastic
ratroxoyo,sarcastically
mirzada,sass
mirzado,sassy
kasteqi,satirize
hospudo,satisfied
hospudi,satisfy
hospudiho,satisfying
nohafki,saturate
ralaska,saturday
glubira,savage
glubiro,savage (feature)
glubiroyo,savagely
rimdini,savor
premabo,savory
benalta,saw
dugegi,say
zagasto,scalar
plimafa,scale
plimafo,scaly
ronarpi,scamper
krokani,scan
zasraqo,scant
zasraqoyo,scantly
xosrega,scapegoat
klakado,scarce
binusti,scare
binustiha,scared
binustoyo,scarily
binusto,scary
bronuri,scatter
tanzapa,scenario
nunzaba,scene
grizusa,schedule
spifufa,schematic
harzefiho,scheming
vebiza,scholar
smeqiga,school
smeqigi,school (action)
faspama,science
faspama,science
buglura,sciences
faspami,scientific
faspamawa,scientist
slalira,scientists
benatxi,scold
resloli,scoop
xugluqi,scoot
hofuri,scorch
lasoli,score
rodoqki,scorn
wosruki,scour
hubulti,scowl
ruglodi,scramble
xanuki,scrape
drabubi,scratch
dundoso,scrawny
gafteki,scream
gafteka,scream (object)
hidrafi,screech
hidrafa,screech (object)
luhima,screen (display)
girzaka,screw
momisi,scribble
xusragi,scribe
dolpali,scrub
neftuli,scrunch
potesto,scrupulous
babufi,scrutinize
hubluli,scuff
nifida,sea (large body of water)
yaslixi,seal
kligima,seam
zidax,sear
mamimi,search
mamimiho,searching
prifina,season
prifinakanoyo,seasonably
prifino,seasonal
smodima,seat (place to sit)
havrixi,seclude
havrixa,seclusion
tifroto,secret
faharda,section
xeveqko,secular
yokaro,secure
yokara,security
dimdari,sedate
faboski,see
zagari,seem
zagaro,seemly
luflabi,seep
xulavi,segregate (separate from each other)
moprufi,seize
rimzomo,seldom
meplebi,select
mepleba,selection
meplebo,selective
mepleboyo,selectively
remdifo,selfish
toropi,sell
hofrodo,semantic
wutxoqa,sensation
luluftoyoga,sensationalism
wutxoqi,sense
mubifto,sensitive
mubifta,sensitivity
kotresa,sensitization
mufimo,sensual
mufima,sensuality
txozivi,sentence
yegif,sentience
zumzaqi,separate
zumzaqa,separation
govobi,serenade
vobaka,series
blaqaqo,serious
blaqaqo,serious
krimovo,serrate
fevriki,serve
fevrikiwa,server
treqosa,service
farzefi,settle
farzefa,settlement
vrosavi,sever
girziko,severe
bafkimoyo,severely
warpiba,sex
warpibo,sexual
warpiboyo,sexually
xograda,shade
zomziga,shadow
xogrado,shady
tregofo,shaggy
kupraxi,shake
kupraxiyo,shakily
baxuxo,shallow
baxuxoyo,shallowly
foflana,shame
foflanafaloyo,shamefully
lehirpa,shape
kiyeni,share
kiyuspo,sharp
lumzimi,shatter
yesniqi,shave
lopredi,shear
txemobi,shed
lartoza,sheet
vanzexa,shell
tarpipa,shelter
kaneka,shield
txazaqi,shift
homdidi,shift stuff and store
fokroki,shine
fokroko,shiny
kukitxi,ship
nalzofi,shiver
srebadi,shock
srebada,shock (electric)
srebado,shocking (wow)
kolezi,shoo
drebofi,shoot
drebofa,shoot (object)
xosrazi,shop
spofusa,shore
zuzulpoyo,shortly
flibami,shoulder
sninubi,shout
sninubiho,shouting
xibagi,shove
twedimi,shovel
prukoqi,show
hosnufi,showcase
rulirpi,shower
feftomi,shred
yustagi,shriek
yustagiho,shrieking
grunoxo,shrill
krovodi,shrink
bruduli,shrug
diklovi,shudder
razduri,shuffle
frumari,shush
hudrimi,shut
lotrazo,shy
glaseno,sick
zolpaxa,side
zimduzi,sieve
nibusi,sift
zedazi,sigh
yexulta,sign
litroqa,signal
fiprema,significance
fipremo,significant
yexulti,signify
wazurpa,silence
besrado,silly
seqkodo,similar
xoxastovana,similarity
kroqomi,simmer
gofkexo,simple
gofkexi,simplify
gofkexoyo,simply
dagzisi,simulate
waxafkovana,simultaneity
waxafko,simultaneous
fluzuqi,sin
bluqiqo,since
xayeqki,sing
xayeqkiwa,singer
nupreno,single
nuprenovana,singularity
sinorpi,sink
plisomi,sink (pulled down from the weight of gravity)
nanzoni,sip
mebroni,sit
putxota,site
fokrixi,situate
fokrixa,situation
xivaqki,sizzle
binuski,sketch
slakuxo,sketchy
slavogi,skewer
plikaki,skid
siskona,skill
siskonofalo,skillful
bomuni,skim
gardeqi,skinny
boteti,skip
klinizi,skulk
hovaka,sky
foploba,slab
plumufa,slack
zezefi,slam
dakivi,slander
fomzebi,slap
vayefki,slash
vufezi,slather
havugi,slaughter
musefki,slay
somzedo,sleek
guqkuvo,slender
diholi,slice
hanzuso,slick
fidadi,slide
flofano,slight
woskoqo,slim
yigzova,slime
yigzovo,slimy
boskali,sling
fidefi,slink
holofki,slip
holofko,slippery
henosti,slit
firdufi,slither
didirdi,slobber
danesa,slope
rimeboyo,sloppily
rimebo,sloppy
fibirdi,slosh
xoxuri,slouch
xefluqo,slow
xazoqka,slug (token)
yenzaqi,slumber
droxuki,slump
vomzuzi,slur
dorandi,slurp
xugirti,smack
tobloto,small
gruloqo,smaller
trinuzo,smart
trinuzi,smarten
trinuziha,smartened
zayirto,smarter
bavrigo,smartest
trinuzonado,smartish
trinuzoyo,smartly
trinuza,smartness
hodoska,smarts
trinuzowa,smarty
zispoxi,smash
vurziqi,smear
pastopi,smell
pastopa,smell (object)
pastopo,smelly
smudasi,smile
smudasiho,smiling
zasnoqi,smirk
nevreqi,smite
xadiki,smoke
sedoli,smolder
zebleki,smooch
rolorpo,smooth
rolorpoyo,smoothly
leflefi,smother
bunzefi,smoulder
bagruxi,smudge
birpoli,smush
zakruma,snake
denebi,snap
deneboyo,snappily
denebo,snappy
bluvivi,snare
gidazi,snarl
gitruli,snatch
zigleqi,sneak
sesreni,sneak (move without being noticed)
txufodoyo,sneakily
dravagi,sneer
vagoda,sneeze
murani,snicker
bewotxi,sniff
lesrini,snip
hekrixi,snipe
vraniqi,snitch
bedafta,snob
buzoxi,snooze
yurpeki,snooze (fall asleep)
meglaba,snot
xaflagi,snow
klizari,snub
beftobi,snuff
fohino,snug
mirdami,snuggle
nodari,soak
kreqida,soap
lisisti,soar
lisistiho,soaring
lisistihoyo,soaringly
lublodi,sob
nospali,socialize
hosnodi,socialize aimlessly
yalziz,society
vivalo,soft
gixaba,software
gixaba,software
yufliqo,soggy
kaslaga,soil
kremuvoyo,solely
zurzoko,solemn
zurzokoyo,solemnly
hardifa,solid
yultego,solitary
yultega,solitude
likorto,solo (on your own)
gazirpo,soluble
zandoqi,solve
gazirpa,solvent
plinado,somber
mifutxo,some
doblono,somehow
baboska,someplace
zufiza,something
yekrefa,something cheap and inferior
kisnoka,something wonderful
xedruka,sometimes
viglaqo,somewhat
srafoda,song
klefoxa,soot
feqkomi,soothe
feqkomihoyo,soothingly
dispisihayo,sophisticatedly
gomuzo,sore
drokoza,sorrow
klulozo,sorry
pipeni,sort
balifka,soul
rehalpa,sound
solzifo,sour
solzifoyo,sourly
sadrola,south
sadrolo,southern
xiblivo,southwards
flusofi,sow
bohoqka,spacetime
soqorti,span
kradeki,spank
dufluno,spare
rabebi,spark
rabeba,spark (object)
swafezi,sparkle
swafeziho,sparkling
biguxi,spasm
matxifi,speak
matxifiwa,speaker
flidado,special
flidadowa,specialist
flidadoyo,specially
bozezo,specific
bozezo,specific
dosnusa,specification
dosnusa,specification
bozezi,specify
yasruza,speckle
reyurdi,speculate
reyurda,speculation
matxifa,speech
nizdoma,speed
nizdomofaloyo,speedfully
nizdomoyo,speedily
nizdomo,speedy
bibeski,spell
hebaski,spend
glubobi,spew
txuguxa,sphere
txuguxo,spherical
txuguxoyo,spherically
srunomoyo,spicily
srunomo,spicy
dibofka,spike
dibofko,spiky
dukroqi,spill
fofkiri,spin
traxima,spinor
wartola,spiral
neyona,spirit
tozdipawa,spiritually average person
zeslogi,spit
sultiri,spite
xabligi,splash
hikriki,splay
rotxama,splendor
flasidi,splinter
yazdiki,split
gagluqi,spoil
fisuro,spontaneous
txamuli,spoof
fludoma,sport
fludomafaloyo,sportfully
fludomoyo,sportily
gladesa,spot
vivifi,sprawl
frodomi,spray
klirizi,spread
smedafi,spring
vesnagi,sprinkle
zasrovi,sprint
nezazi,sprout
klosigi,spur
simdido,spurious
dronufi,spy
givalti,squash
vrusevi,squat
hemzisi,squawk
klomogi,squeak
nezegi,squeal
givulpi,squeeze
nirdomi,squint
drakaki,squirm
gamdaxi,squirt
pramuri,squish
mazazo,squishy
nupludi,stab
zapriva,stabilization
yaqirdi,stabilize
yaqirdo,stable
natxidi,stack
kigloki,stage
tiblati,stagger
trevola,stain
trevoli,stain (action)
sespiba,stair
lefusta,stake (in something)
brekogo,stale
warzori,stall
wopluqi,stammer
baprefi,stamp
klazini,stampede
saworpi,stand
laplalo,standard
nugzuno,standing (social standing)
vifluva,star
guzdagi,stare
klifezo,stark
hosloni,startle
kostiki,starve
kostikiho,starving
xadragi,stash
zibriva,state
gregomi,state (make statement)
nibofo,static
nibofoyo,statically
zinuva,station
hogleda,statistics
vuqkeza,statute
rufrodi,stay
bizdeso,steadfast
figruxo,steady
gruzemi,steal
nenefo,stealth
girzega,steam
tamdopo,steep
smadofi,steer
zardoga,stem
bolunda,stench
kekleni,step
xortob,step in time
rohulto,sterile
vivulto,stern
vivultoyo,sternly
kruzeni,stick
kruzeno,sticky
dagzefo,stiff
lislidi,stiffen
fultabi,stifle
fultabiho,stifling
rufrodo,still
hikogi,stimulate
xoxudi,sting
neyifoyo,stingily
neyifo,stingy
snebori,stink
sneboro,stinky
zugrini,stipulate
glekoxi,stir
hadredi,stitch
kaklino,stochastic
hortiqa,stock
hortiqi,stock (store for later use)
hindisi,stoke
nimdefi,stomp
sisiba,stone
bitxedi,stoop
yukrul,store
storm,storm
deneba,story
vimzavo,stout
fulurdi,stow
fuqkosi,straddle
nekloqo,straight
nekloqi,straighten
wimzaxo,straightforward
nuslubi,strain
findob,strange
xemzevi,strangle
xemzevi,strangle
ruqkisi,strap
txugeki,stray
brutupi,streak
brutupiha,streaked
brutupiho,streaking
hozduri,streamline
ramdana,strength
ramdani,strengthen
rewaro,strenuous
rewaroyo,strenuously
gekispa,stress
loqkusa,stress (physics)
robrola,stretch
robroli,stretch (action)
yindago,strict
snoromi,stride
dronimi,strife
brutupi,strike
busolta,strike (object)
zevesta,string
glemifi,strip
dikragi,strip (remove everything)
valtuxi,strive
grodugi,stroke
txexuzi,stroll
lahirdo,strong
buxigo,structural
buxiga,structure
moruspi,struggle
moruspa,struggle (object)
xafavi,strum
wemzaki,strut
golzovo,stubborn
golzovoyo,stubbornly
yegaltiwa,student
vrumeqa,studies
yegalti,study
yegaltiho,studying
polata,stuff
nirzori,stumble
zosiki,stump
beyofi,stun
beyofiho,stunning
beyofihoyo,stunningly
falzibo,stupid
glamolo,sturdy
hititi,stutter
gamziva,style
gamzivanado,stylish
gamzivanadoyo,stylishly
bahaqki,subdue
fendima,subject
fendimonado,subjective
maplafa,subjectiveness
fedediha,subjectivized
sruniriho,subjectivizing
prufobo,subliminal
regroqi,submerge
furzudi,submerse
smeqixi,submit
yagoft,subsequent
yapliqi,subside
hirdima,substance
hirdimo,substantial
hirdimi,substantiate
spafafi,substitute
voloxa,substitutionary
bostod,substrate
yuqufki,succeed
yuqufka,success
zaprava,successor
safrafi,succumb
layazi,suck
wezdoxi,suction
pleneso,sudden
kopruzi,suffer
kopruziho,suffering
xoyaqko,sufficient
buplafa,suffix (after thing)
gikasa,sugar
nuzeki,suggest
nuzeka,suggestion
mofkema,suggestions
xesoz,suicide
zasnavi,suit
zasnavikano,suitable
gumduxi,sulk
bovruko,sullen
bovrukoyo,sullenly
faspifi,sum
faspifa,sum (object)
lihimi,summarize
gayuski,summarize
gayefta,summation
